head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Lothar,Hartmut,"During Hartmut's training time, he assigns Lothar to assist his successor.",Part 4 Volume 9,prose,no_relation,keyword:none,service_retainer,Lothar || Hartmut,cand_002630,"During Hartmut's training time, he assigns Lothar to assist his successor.","section=Part 4 Volume 9 source=prose During [TAIL] Hartmut [/TAIL]'s training time, he assigns [HEAD] Lothar [/HEAD] to assist his successor.",service_retainer,parsed,google/gemma-2-2b-it
Jonsara,Philine,This reflects the incident where Philine left the house with Konrad and vow to never return again.,Trivia,prose,no_relation,keyword:none,no_relation,Jonsara || Philine,cand_002631,This reflects the incident where Philine left the house with Konrad and vow to never return again.,section=Trivia source=prose [HEAD] Jonsara [/HEAD] This reflects the incident where [TAIL] Philine [/TAIL] left the house with Konrad and vow to never return again.,no_relation,parsed,google/gemma-2-2b-it
God of Darkness,Rozemyne,The word Rozemyne was granted was Willedeal.,Culture,prose,no_relation,keyword:none,no_relation,God of Darkness || Rozemyne,cand_002632,The word Rozemyne was granted was Willedeal.,section=Culture source=prose [HEAD] God of Darkness [/HEAD] The word [TAIL] Rozemyne [/TAIL] was granted was Willedeal.,no_relation,parsed,google/gemma-2-2b-it
Schwartz and Weiss,Hortensia,"Just a few days later, however, Hortensia is able to dedicate more of her mana to the shumils and finish the transfer of mastership. |- |Hortensia |Primary |In Rozemyne's third year, the Sovereignty dispatched Hortensia to serve as an archnoble librarian in the Royal Academy and specifically take over mastership of Schwartz and Weiss from Rozemyne.",Known Masters,prose,no_relation,keyword:none,service_retainer,Schwartz and Weiss || Hortensia,cand_002633,"Just a few days later, however, Hortensia is able to dedicate more of her mana to the shumils and finish the transfer of mastership. |- |Hortensia |Primary |In Rozemyne's third year, the Sovereignty dispatched Hortensia to serve as an archnoble librarian in the Royal Academy and specifically take over mastership of Schwartz and Weiss from Rozemyne.","section=Known Masters source=prose Just a few days later, however, [TAIL] Hortensia [/TAIL] is able to dedicate more of her mana to the shumils and finish the transfer of mastership. |- |Hortensia |Primary |In Rozemyne's third year, the Sovereignty dispatched Hortensia to serve as an archnoble librarian in the Royal Academy and specifically take over mastership of [HEAD] Schwartz and Weiss [/HEAD] from Rozemyne.",service_retainer,parsed,google/gemma-2-2b-it
Primevere,Wilfried,"It is very unusual that any students manage to pass her first lesson right away, with only Rozemyne and Wilfried of Ehrenfest managing this feat in recent memory.",Part 4 Volume 1,prose,no_relation,keyword:none,romantic,Primevere || Wilfried,cand_002634,"It is very unusual that any students manage to pass her first lesson right away, with only Rozemyne and Wilfried of Ehrenfest managing this feat in recent memory.","section=Part 4 Volume 1 source=prose [HEAD] Primevere [/HEAD] It is very unusual that any students manage to pass her first lesson right away, with only Rozemyne and [TAIL] Wilfried [/TAIL] of Ehrenfest managing this feat in recent memory.",romantic,parsed,google/gemma-2-2b-it
Bonifatius,Karstedt,"Bonifatius (ボニファティウス, Bonifatiusu) is Rozemyne's noble grandfather and the father of Karstedt.",lead,prose,family,"keyword:\bfather\b,\bgrandfather\b",family,Bonifatius || Karstedt,cand_002635,"Bonifatius (ボニファティウス, Bonifatiusu) is Rozemyne's noble grandfather and the father of Karstedt.","section=lead source=prose [HEAD] Bonifatius [/HEAD] (ボニファティウス, Bonifatiusu) is Rozemyne's noble grandfather and the father of [TAIL] Karstedt [/TAIL].",family,parsed,google/gemma-2-2b-it
Thorsten,Lieseleta,"In the typical fashion of those raised within the Veronica faction, he and his family often make unreasonable demands of Lieseleta and her family, which they can't easily refuse, due to being only mednobles.",Part 5 Volume 3,prose,no_relation,keyword:none,family,Thorsten || Lieseleta,cand_002636,"In the typical fashion of those raised within the Veronica faction, he and his family often make unreasonable demands of Lieseleta and her family, which they can't easily refuse, due to being only mednobles.","section=Part 5 Volume 3 source=prose [HEAD] Thorsten [/HEAD] In the typical fashion of those raised within the Veronica faction, he and his family often make unreasonable demands of [TAIL] Lieseleta [/TAIL] and her family, which they can't easily refuse, due to being only mednobles.",family,parsed,google/gemma-2-2b-it
Muriella,Veronica,"Muriella (ミュリエラ, Myuriera) is an Ehrenfest medscholar and a child of members of the former Veronica faction.",lead,prose,no_relation,keyword:none,family,Muriella || Veronica,cand_002637,"Muriella (ミュリエラ, Myuriera) is an Ehrenfest medscholar and a child of members of the former Veronica faction.","section=lead source=prose [HEAD] Muriella [/HEAD] (ミュリエラ, Myuriera) is an Ehrenfest medscholar and a child of members of the former [TAIL] Veronica [/TAIL] faction.",family,parsed,google/gemma-2-2b-it
Gervasio,Valamarlene,"Due to how close he was with Valamarlene, he tried to get her out of the Adalgisa villa by arranging a marriage between her and Raublut.",History,prose,romantic,keyword:\bmarriage\b,romantic,Gervasio || Valamarlene,cand_002638,"Due to how close he was with Valamarlene, he tried to get her out of the Adalgisa villa by arranging a marriage between her and Raublut.","section=History source=prose [HEAD] Gervasio [/HEAD] Due to how close he was with [TAIL] Valamarlene [/TAIL], he tried to get her out of the Adalgisa villa by arranging a marriage between her and Raublut.",romantic,parsed,google/gemma-2-2b-it
Viscount Dahldolf,Shikikoza,"As stipulated by the magic contract Viscount Dahldolf signs after Shikikoza’s execution, he and his family are prohibited from approaching Myne.",Story,prose,no_relation,keyword:none,family,Viscount Dahldolf || Shikikoza,cand_002639,"As stipulated by the magic contract Viscount Dahldolf signs after Shikikoza’s execution, he and his family are prohibited from approaching Myne.","section=Story source=prose As stipulated by the magic contract [HEAD] Viscount Dahldolf [/HEAD] signs after [TAIL] Shikikoza [/TAIL]’s execution, he and his family are prohibited from approaching Myne.",family,parsed,google/gemma-2-2b-it
Rihyarda,Sylvester,"As Sylvester’s nanny, she often had to go chasing after him to drag him back to his studying and responsibilities as the son of the archduke.",History,prose,family,keyword:\bson\b,friend_ally,Rihyarda || Sylvester,cand_002640,"As Sylvester’s nanny, she often had to go chasing after him to drag him back to his studying and responsibilities as the son of the archduke.","section=History source=prose [HEAD] Rihyarda [/HEAD] As [TAIL] Sylvester [/TAIL]’s nanny, she often had to go chasing after him to drag him back to his studying and responsibilities as the son of the archduke.",friend_ally,parsed,google/gemma-2-2b-it
Schutzaria,Leidenschaft,"She found Geduldh trapped and melted the ice with her rays of sunlight, and Flutrane caused the water to flood away, bringing spring to the world, while Leidenschaft used his power to nurture the growth of summer.",Mythology,prose,no_relation,keyword:none,romantic,Schutzaria || Leidenschaft,cand_002641,"She found Geduldh trapped and melted the ice with her rays of sunlight, and Flutrane caused the water to flood away, bringing spring to the world, while Leidenschaft used his power to nurture the growth of summer.","section=Mythology source=prose [HEAD] Schutzaria [/HEAD] She found Geduldh trapped and melted the ice with her rays of sunlight, and Flutrane caused the water to flood away, bringing spring to the world, while [TAIL] Leidenschaft [/TAIL] used his power to nurture the growth of summer.",romantic,parsed,google/gemma-2-2b-it
Mestionora,Schutzaria,"Mestionora (メスティオノーラ, mesutionōra) is the Goddess of Wisdom and one of the subordinate gods of Schutzaria, the Goddess of Wind.",lead,prose,no_relation,keyword:none,family,Mestionora || Schutzaria,cand_002642,"Mestionora (メスティオノーラ, mesutionōra) is the Goddess of Wisdom and one of the subordinate gods of Schutzaria, the Goddess of Wind.","section=lead source=prose [HEAD] Mestionora [/HEAD] (メスティオノーラ, mesutionōra) is the Goddess of Wisdom and one of the subordinate gods of [TAIL] Schutzaria [/TAIL], the Goddess of Wind.",family,parsed,google/gemma-2-2b-it
Raublut,Valamarlene,"Raublut initially misunderstood this assignment as guarding solely Lady Valamarlene and was quite surprised, when he was later called upon to also guard her younger brother Gervasio.",History,prose,family,keyword:\bbrother\b,no_relation,Raublut || Valamarlene,cand_002643,"Raublut initially misunderstood this assignment as guarding solely Lady Valamarlene and was quite surprised, when he was later called upon to also guard her younger brother Gervasio.","section=History source=prose [HEAD] Raublut [/HEAD] initially misunderstood this assignment as guarding solely Lady [TAIL] Valamarlene [/TAIL] and was quite surprised, when he was later called upon to also guard her younger brother Gervasio.",no_relation,parsed,google/gemma-2-2b-it
Dregarnuhr,Rozemyne,"Despite expressing that she does not understand why Wendtuchte and Dregarnuhr would bother over a mere 20 years and saying she'd only do anything if it was at least two centuries, Liebeskhilfe still goes along with the other deities and plucks the threads of Ferdinand and Rozemyne from history, for Sterrat to weave together.",Hannelore's Fifth Year at the Royal Academy,prose,no_relation,keyword:none,no_relation,Dregarnuhr || Rozemyne,cand_002644,"Despite expressing that she does not understand why Wendtuchte and Dregarnuhr would bother over a mere 20 years and saying she'd only do anything if it was at least two centuries, Liebeskhilfe still goes along with the other deities and plucks the threads of Ferdinand and Rozemyne from history, for Sterrat to weave together.","section=Hannelore's Fifth Year at the Royal Academy source=prose Despite expressing that she does not understand why Wendtuchte and [HEAD] Dregarnuhr [/HEAD] would bother over a mere 20 years and saying she'd only do anything if it was at least two centuries, Liebeskhilfe still goes along with the other deities and plucks the threads of Ferdinand and [TAIL] Rozemyne [/TAIL] from history, for Sterrat to weave together.",no_relation,parsed,google/gemma-2-2b-it
Raimund,Hirschur,"Between her work obsession and hunger, Hirschur entirely forgets to introduce her disciple until Rozemyne herself asks for an introduction.",Part 4 Volume 6,prose,no_relation,keyword:none,no_relation,Raimund || Hirschur,cand_002645,"Between her work obsession and hunger, Hirschur entirely forgets to introduce her disciple until Rozemyne herself asks for an introduction.","section=Part 4 Volume 6 source=prose [HEAD] Raimund [/HEAD] Between her work obsession and hunger, [TAIL] Hirschur [/TAIL] entirely forgets to introduce her disciple until Rozemyne herself asks for an introduction.",no_relation,parsed,google/gemma-2-2b-it
Aub Frenbeltag,Georgine,Infobox field family/Sister: Georgine (In-Law),infobox,infobox,family,infobox:family/Sister,family,Aub Frenbeltag || Georgine,cand_002646,Infobox field family/Sister: Georgine (In-Law),section=infobox source=infobox [HEAD] Aub Frenbeltag [/HEAD] Infobox field family/Sister: [TAIL] Georgine [/TAIL] (In-Law),family,parsed,google/gemma-2-2b-it
Aurelia,Siegrecht,Infobox field family/Son: Siegrecht,infobox,infobox,family,infobox:family/Son,family,Aurelia || Siegrecht,cand_002647,Infobox field family/Son: Siegrecht,section=infobox source=infobox [HEAD] Aurelia [/HEAD] Infobox field family/Son: [TAIL] Siegrecht [/TAIL],family,parsed,google/gemma-2-2b-it
Nikolaus,Siegrecht,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew)",infobox,infobox,family,infobox:family/Relatives,family,Nikolaus || Siegrecht,cand_002648,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew)","section=infobox source=infobox [HEAD] Nikolaus [/HEAD] Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) [TAIL] Siegrecht [/TAIL] (Nephew)",family,parsed,google/gemma-2-2b-it
Lasfam,Ferdinand,"In preparation for Ferdinand's move to Ahrensbach for his marriage, he holds a meeting with only his three loyal, name-sworn retainers.",Part 4 Volume 8,prose,romantic,keyword:\bmarriage\b,romantic,Lasfam || Ferdinand,cand_002649,"In preparation for Ferdinand's move to Ahrensbach for his marriage, he holds a meeting with only his three loyal, name-sworn retainers.","section=Part 4 Volume 8 source=prose [HEAD] Lasfam [/HEAD] In preparation for [TAIL] Ferdinand [/TAIL]'s move to Ahrensbach for his marriage, he holds a meeting with only his three loyal, name-sworn retainers.",romantic,parsed,google/gemma-2-2b-it
